"ngknow"	"ngfinance"	"knowraw"	"L.I.scale"	"typeofedu"	"country"	"phighedu"	"father_edu"	"mother_edu"	"gender"	"age"	"study_year"	"study_year_numeric"	"work_experience"	"PL_home_size"	"CZ_home_size"	"typeofedu.country"	"L.E.axis"	"matrix_economic"	"matrix_social"	"o1"	"o2"	"o3"	"o4"	"o5"	"o6"	"o7"	"o8"	"o9"	"o10"	"o11"	"o12"	"o13"	"o14"	"o15"	"o16"	"o17"	"o18"	"o19"	"o20"	"o21"	"o22"	"o23"	"k1"	"k2"	"k3"	"k4"	"k5"	"k6"	"k7"	"k8"	"k10"	"k11"	"k12"	"k13"	"k14"	"k15"	"k16"	"k17"	"k18"	"k19"	"k20"	"k21"	"k22"	"k23"	"k24"	"k25"	"k26"	"k27"	"k28"	"k29"	"k30"
"cz17"	4	0	17	2	"EBMF"	"CZ"	"HE:one"	"high_school"	"higher_edu"	"male"	23	"BA_2"	2	"1_year+"	NA	"1k-5k"	"EBMF.CZ"	3	3	3	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	0	1	1	0	1	1	0	1	0	1	0	1	0	1	1	1	1	0	0	1	0	1	1	0	0	1	0	1	1
"cz18"	14	4	22	-3	"EBMF"	"CZ"	"HE:none"	"high_school"	"high_school"	"male"	22	"BA_3"	3	"1_year+"	NA	">100k"	"EBMF.CZ"	1	4	4	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	1	1	1	0	0	1	1	0	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1
"cz19"	18	6	24	-4	"STEM"	"CZ"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"STEM.CZ"	NA	NA	NA	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"DontKnow"	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1
"cz20"	10	2	20	4	"EBMF"	"CZ"	"HE:one"	"PHD+"	"<=vocational"	"female"	24	"BA_3"	3	"1_year+"	NA	"1k-5k"	"EBMF.CZ"	4	3	4	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	0	1	0	1	0	0	1	1	0	1	1	0	0	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1
"cz21"	16	6	23	-3	"EBMF"	"CZ"	"HE:none"	"<=vocational"	"high_school"	"male"	24	"BA_2"	2	"1_year+"	NA	"20k-100k"	"EBMF.CZ"	2	4	3	"Agree"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1
"cz22"	14	6	22	-1	"EBMF"	"CZ"	"HE:both"	"higher_edu"	"higher_edu"	"male"	24	"BA_3"	3	"1_year+"	NA	">100k"	"EBMF.CZ"	2	4	4	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	0	1	1	0	1	1	1	1	0	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	0	1	1	1
"cz23"	12	4	21	-3	"EBMF"	"CZ"	"HE:one"	"high_school"	"higher_edu"	"male"	22	"BA_3"	3	"1_year+"	NA	"20k-100k"	"EBMF.CZ"	3	4	3	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	1	1	1
"cz24"	10	4	20	-1	"EBMF"	"CZ"	"HE:both"	"higher_edu"	"higher_edu"	"male"	23	"BA_3"	3	"Up_to_1_year"	NA	"5k-20k"	"EBMF.CZ"	2	4	3	"Agree"	"Agree"	"DontKnow"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	0	0	1	1	0	1	0	1	0	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	0	1	1	1
"cz25"	6	2	18	-1	"EBMF"	"CZ"	"HE:one"	"higher_edu"	"high_school"	NA	22	"BA_3"	3	"1_year+"	NA	">100k"	"EBMF.CZ"	3	4	3	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"Agree"	0	0	1	1	0	0	1	1	1	1	1	1	0	1	1	1	1	0	0	1	0	1	0	1	1	0	1	0	1
"cz26"	12	4	21	2	"SSHA"	"CZ"	"HE:one"	"higher_edu"	"high_school"	"female"	20	"BA_1"	1	"Up_to_1_year"	NA	">100k"	"SSHA.CZ"	4	3	2	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	1	0	1	1	1	1	0	0	1	1	0	1	1	1	1	0	1	0	1	1	0	1	0	1	1	1	1	1	1
"cz27"	10	0	20	-3	"EBMF"	"CZ"	"HE:both"	"higher_edu"	"higher_edu"	"male"	23	"BA_3"	3	"Up_to_1_year"	NA	">100k"	"EBMF.CZ"	1	4	3	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	0	1	1	0	0	1	1	1	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0
"cz28"	6	2	18	-2	"EBMF"	"CZ"	"HE:none"	"<=vocational"	"<=vocational"	"male"	22	"BA_3"	3	"1_year+"	NA	"20k-100k"	"EBMF.CZ"	2	4	3	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	1	1	1	1	0	0	1	0	1	1	1	0	1	1	0	1	1	0	1	0	1	1	1	1	0	0	0	1
"cz29"	10	6	20	-2	"SSHA"	"CZ"	"HE:none"	"<=vocational"	"high_school"	"female"	20	"BA_1"	1	"No_experience"	NA	"20k-100k"	"SSHA.CZ"	4	3	3	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	1	1	1	0	0	1	0	0	1	1	1	1	1	1	1	1	1	0	0	1	0	1	0	1	1	1	0	1	1
"cz30"	4	0	17	-2	"EBMF"	"CZ"	"HE:one"	"high_school"	"higher_edu"	"female"	23	"BA_3"	3	"No_experience"	NA	"20k-100k"	"EBMF.CZ"	4	3	3	"DontKnow"	"DontKnow"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	0	1	0	1	1	0	1	1	0	0	1	0	1	0	0	1	1	1	0	1	0	1	1	0	1	1	0	1	1
"cz31"	14	4	22	1	"EBMF"	"CZ"	"HE:none"	"high_school"	"high_school"	"male"	23	"BA_3"	3	"1_year+"	NA	"<1k"	"EBMF.CZ"	3	3	3	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	0	1	1
"cz32"	14	4	22	NA	"EBMF"	"CZ"	"HE:none"	"<=vocational"	"high_school"	"female"	22	"BA_3"	3	"Up_to_1_year"	NA	"20k-100k"	"EBMF.CZ"	2	3	3	"Agree"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	1	1	1	0	0	1	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1
"cz33"	12	2	21	-2	"EBMF"	"CZ"	"HE:none"	"<=vocational"	"<=vocational"	"male"	22	"BA_3"	3	"Up_to_1_year"	NA	"<1k"	"EBMF.CZ"	2	3	3	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	1	1	1	0	0	1	1	0	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1
"cz34"	16	6	23	-2	"EBMF"	"CZ"	"HE:one"	"high_school"	"higher_edu"	"male"	24	"BA_3"	3	"1_year+"	NA	">100k"	"EBMF.CZ"	4	3	3	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	0	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1
"cz35"	12	8	21	2	"EBMF"	"CZ"	"HE:both"	"higher_edu"	"higher_edu"	"female"	22	"BA_2"	2	"No_experience"	NA	"5k-20k"	"EBMF.CZ"	3	4	3	"Agree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	0	1	1	0	1
"cz36"	16	6	23	-3	"EBMF"	"CZ"	"HE:both"	"higher_edu"	"PHD+"	"male"	22	"BA_3"	3	"1_year+"	NA	">100k"	"EBMF.CZ"	3	3	3	"Agree"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1
"cz37"	6	2	18	1	"STEM"	"CZ"	"HE:none"	"high_school"	"high_school"	"female"	22	"BA_2"	2	"Up_to_1_year"	NA	"<1k"	"STEM.CZ"	6	2	2	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Agree"	0	1	0	1	0	0	1	1	0	1	1	1	1	1	1	0	1	1	0	1	0	1	0	0	1	1	0	1	1
"cz38"	10	2	20	3	"SSHA"	"CZ"	"HE:both"	"PHD+"	"higher_edu"	"female"	20	"BA_1"	1	"No_experience"	NA	">100k"	"SSHA.CZ"	2	4	4	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Disagree"	0	0	1	1	0	1	1	0	0	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1
"cz39"	2	2	16	-1	"SSHA"	"CZ"	"HE:none"	"<=vocational"	"high_school"	"female"	21	"BA_1"	1	NA	NA	"20k-100k"	"SSHA.CZ"	6	2	2	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"Agree"	"Agree"	0	1	1	0	1	1	0	0	0	0	1	0	1	1	1	0	1	1	0	1	0	1	1	0	1	0	1	0	1
"cz40"	2	0	16	-3	"SSHA"	"CZ"	"HE:one"	"high_school"	"higher_edu"	"male"	20	"BA_1"	1	"No_experience"	NA	">100k"	"SSHA.CZ"	1	3	3	"Disagree"	"DontKnow"	"DontKnow"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	1	0	1	1	0	1	1	0	1	0	0	0	1	0	0	1	1	0	0	0	0	1	1	1	1	1	1	1	0
"cz41"	14	4	22	-2	"EBMF"	"CZ"	"HE:both"	"higher_edu"	"higher_edu"	"male"	21	"BA_2"	2	"1_year+"	NA	"5k-20k"	"EBMF.CZ"	3	4	4	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1
"cz42"	6	2	18	3	"STEM"	"CZ"	"HE:none"	"<=vocational"	"high_school"	"female"	21	"BA_2"	2	"1_year+"	NA	"1k-5k"	"STEM.CZ"	5	4	2	"Disagree"	"DontKnow"	"DontKnow"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	0	0	0	1	0	0	1	0	0	1	0	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1
"cz43"	2	-2	16	1	"SSHA"	"CZ"	"HE:none"	"<=vocational"	"<=vocational"	"female"	23	"BA_3"	3	"1_year+"	NA	"5k-20k"	"SSHA.CZ"	3	4	2	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	1	0	0	1	1	0	0	0	0	0	1	1	0	1	0	0	1	1	1	1	0	1	1	1	1	1	0	1	0
"cz44"	14	8	22	-2	"EBMF"	"CZ"	"HE:none"	"<=vocational"	"high_school"	"female"	23	"BA_3"	3	"Up_to_1_year"	NA	"20k-100k"	"EBMF.CZ"	4	4	3	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	0	1	1	1	0	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	1	0	1	1	1
"cz45"	NA	NA	NA	1	"EBMF"	"CZ"	"HE:none"	"high_school"	"high_school"	"female"	21	"BA_2"	2	"Up_to_1_year"	NA	"5k-20k"	"EBMF.CZ"	5	3	2	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	NA	NA	NA	1	NA	1	0	0	NA	1	NA	NA	NA	1	1	1	1	0	1	0	0	1	1	NA	1	NA	0	1	1
"cz46"	18	10	24	-4	"EBMF"	"CZ"	"HE:none"	"high_school"	"<=vocational"	"male"	21	"BA_2"	2	"Up_to_1_year"	NA	"1k-5k"	"EBMF.CZ"	1	4	3	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1
"cz47"	-4	-2	13	-3	"SSHA"	"CZ"	"HE:both"	"higher_edu"	"higher_edu"	"male"	21	"BA_2"	2	"Up_to_1_year"	NA	">100k"	"SSHA.CZ"	7	1	2	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"Agree"	"DontKnow"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"DontKnow"	0	0	0	0	1	0	0	1	0	0	1	1	0	1	0	0	0	1	1	1	1	0	1	1	1	0	0	1	0
"cz48"	10	4	20	-3	"EBMF"	"CZ"	"HE:one"	"higher_edu"	"high_school"	"female"	24	"MA_1"	4	"1_year+"	NA	">100k"	"EBMF.CZ"	3	3	3	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	1	0	1	1	1	0	1	1	1	1	0	0	0	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1
"cz49"	4	0	17	3	"EBMF"	"CZ"	"HE:none"	"high_school"	"high_school"	"male"	24	"BA_2"	2	"1_year+"	NA	">100k"	"EBMF.CZ"	4	3	3	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	0	1	1	1	1	0	1	0	0	1	1	0	0	0	0	1	1	0	0	1	0	1	1	1	0	1	1	1	1
"cz50"	16	6	23	-1	"EBMF"	"CZ"	"HE:one"	"<=vocational"	"higher_edu"	"female"	21	"BA_2"	2	"Up_to_1_year"	NA	">100k"	"EBMF.CZ"	2	3	3	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	1	1	0	1	1	0	1	1	0	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1
"cz51"	16	6	23	-1	"EBMF"	"CZ"	"HE:both"	"higher_edu"	"higher_edu"	"male"	21	"BA_2"	2	"1_year+"	NA	"20k-100k"	"EBMF.CZ"	2	3	3	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	1	1	0	1	1	0	1	1	0	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1
"cz52"	0	4	15	NA	"SSHA"	"CZ"	"HE:one"	"higher_edu"	"<=vocational"	"male"	20	"BA_1"	1	NA	NA	">100k"	"SSHA.CZ"	5	2	2	"Disagree"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"DontKnow"	"Disagree"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	"Disagree"	"DontKnow"	0	1	1	0	0	1	0	1	1	0	1	0	1	1	1	0	0	0	0	1	1	1	1	1	0	0	0	0	1
"cz53"	16	6	23	-1	"EBMF"	"CZ"	"HE:none"	"high_school"	"high_school"	"female"	22	"BA_2"	2	"1_year+"	NA	">100k"	"EBMF.CZ"	3	3	3	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	1	1	0	1	1	0	1	1	0	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1
"cz54"	8	4	19	-3	"EBMF"	"CZ"	"HE:one"	"high_school"	"higher_edu"	"male"	23	"BA_3"	3	"Up_to_1_year"	NA	">100k"	"EBMF.CZ"	3	3	4	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	1	0	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1
"cz55"	4	4	17	3	"SSHA"	"CZ"	"HE:one"	"higher_edu"	"<=vocational"	"female"	22	"BA_1"	1	NA	NA	NA	"SSHA.CZ"	3	2	2	"Disagree"	"DontKnow"	"DontKnow"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	0	0	0	1	0	1	0	1	1	0	0	1	1	0	1	1	1	0	1	1	1	1	1	1	0	0	1	1	0
"cz56"	-2	-8	14	2	"EBMF"	"CZ"	"HE:both"	"higher_edu"	"higher_edu"	"male"	23	"BA_3"	3	"Up_to_1_year"	NA	"20k-100k"	"EBMF.CZ"	3	3	3	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	1	0	1	1	1	0	1	1	0	1	1	1	1	0
"cz57"	14	6	22	-2	"EBMF"	"CZ"	"HE:none"	"high_school"	"high_school"	"male"	22	"BA_3"	3	"1_year+"	NA	"1k-5k"	"EBMF.CZ"	3	3	3	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	1	1	1	0	1	1	1	0	1	1	1	0	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1
"cz58"	14	6	22	-3	"EBMF"	"CZ"	"HE:none"	"high_school"	"<=vocational"	"male"	23	"BA_3"	3	"Up_to_1_year"	NA	">100k"	"EBMF.CZ"	3	3	3	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	1	1	1
"cz59"	8	4	19	1	"SSHA"	"CZ"	"HE:both"	"higher_edu"	"higher_edu"	"male"	20	"BA_1"	1	"Up_to_1_year"	NA	"5k-20k"	"SSHA.CZ"	3	3	4	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	1	1	1	0	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1
"cz60"	14	4	22	-3	"EBMF"	"CZ"	"HE:one"	"higher_edu"	"high_school"	"male"	22	"BA_2"	2	"1_year+"	NA	">100k"	"EBMF.CZ"	3	3	3	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	0	1	1	0	1	1	1	0	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1
