"id"	"o1"	"o2"	"o3"	"o4"	"o5"	"o6"	"o7"	"o8"	"o9"	"o10"	"o11"	"o12"	"o13"	"o14"	"o15"	"o16"	"o17"	"o18"	"o19"	"o20"	"o21"	"o22"	"o23"	"k1"	"k2"	"k3"	"k4"	"k5"	"k6"	"k7"	"k8"	"k10"	"k11"	"k12"	"k13"	"k14"	"k15"	"k16"	"k17"	"k18"	"k19"	"k20"	"k21"	"k22"	"k23"	"k24"	"k25"	"k26"	"k27"	"k28"	"k29"	"k30"	"leseferism-etatism"	"mat_econimic"	"mat_social"	"father_edu"	"mother_edu"	"year_at_uni"	"uni_programme"	"work_experience"	"hometown_size"	"birthdate"	"gender"	"age"
"98"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	1	0	1	0	0	1	0	0	0	0	1	1	1	0	1	0	1	1	0	1	1	0	1	1	1	0	1	1	0	3	4	3	"PHD+"	"PHD+"	"BA_2"	"International_Rel"	"Up_to_1_year"	">100k"	1992	"male"	23
"99"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	0	0	1	0	1	1	1	1	1	0	0	1	0	0	0	0	1	0	1	1	1	0	1	1	1	1	1	1	0	6	3	3	"higher_edu"	"higher_edu"	"BA_2"	"International_Rel"	"Up_to_1_year"	"5k-20k"	1994	"male"	21
"100"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	1	0	0	0	1	1	1	1	0	NA	0	1	0	0	1	0	1	0	0	1	1	0	0	1	1	1	1	1	0	6	3	4	"higher_edu"	"higher_edu"	"BA_2"	"Sociology"	"Up_to_1_year"	"5k-20k"	1994	"female"	21
"101"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	0	1	1	1	0	1	1	1	0	0	1	NA	NA	NA	0	0	1	NA	NA	1	0	0	1	NA	NA	NA	NA	1	1	6	4	4	"vocational"	"vocational"	"BA_2"	"Sociology"	"Up_to_1_year"	NA	1993	"male"	22
"102"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	1	1	0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	NA	1	1	1	1	4	4	3	"vocational"	"vocational"	"BA_1"	"Sociology"	"Up_to_1_year"	">100k"	1993	"male"	22
"103"	"Agree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	1	1	1	0	1	0	1	1	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	0	1	0	1	1	0	6	3	3	"high_school"	"higher_edu"	"BA_1"	"Sociology"	"Up_to_1_year"	"<1k-5k"	1995	"female"	20
"104"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Agree"	0	1	1	1	0	1	1	1	0	0	1	0	1	0	0	0	1	1	1	1	1	0	1	0	1	1	0	1	0	8	3	4	"higher_edu"	"PHD+"	"BA_1"	"Sociology"	"1_year+"	">100k"	1994	"male"	21
"105"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	1	0	0	0	0	1	1	1	0	1	0	1	1	1	1	0	1	1	1	0	0	0	1	0	1	1	1	1	0	4	3	3	"higher_edu"	"higher_edu"	"BA_2"	"Sociology"	"No_experience"	">100k"	1994	"female"	21
"106"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	1	1	0	0	1	1	0	1	0	1	1	0	1	1	1	0	1	1	1	1	0	0	1	1	0	1	1	1	1	5	3	2	"PHD+"	"higher_edu"	"BA_2"	"Sociology"	"No_experience"	"20k-100k"	1994	"female"	21
"107"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	1	1	1	1	0	1	0	1	0	1	0	0	1	1	0	0	1	1	0	1	1	0	1	0	1	0	NA	1	0	3	3	2	"higher_edu"	"higher_edu"	"BA_2"	"Sociology"	"Up_to_1_year"	NA	1995	"female"	20
"108"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	1	0	1	0	0	1	0	0	0	0	1	1	0	0	1	0	0	1	1	1	1	0	1	0	1	0	1	1	0	4	3	3	"higher_edu"	"higher_edu"	"BA_2"	"Sociology"	"1_year+"	">100k"	1994	"female"	21
"109"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	0	0	1	1	1	0	1	1	0	0	0	1	1	0	0	0	1	0	0	1	1	0	1	0	1	0	1	1	0	8	2	2	"higher_edu"	"high_school"	"BA_2"	"Sociology"	"No_experience"	"20k-100k"	1994	"female"	21
"110"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	0	1	0	0	1	1	1	0	0	0	0	0	1	0	1	0	1	1	1	0	0	0	1	0	1	0	0	1	0	4	3	3	"higher_edu"	"higher_edu"	"BA_2"	"Sociology"	"No_experience"	">100k"	1993	"female"	22
"111"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	"DontKnow"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	0	0	NA	1	NA	1	1	0	1	0	0	0	1	1	1	0	1	1	0	0	0	0	1	1	1	0	0	1	0	NA	NA	NA	"high_school"	"high_school"	"BA_2"	"Sociology"	"No_experience"	"20k-100k"	1994	"female"	21
"112"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"Disagree"	1	0	0	0	1	1	0	1	0	0	0	1	1	0	1	1	0	0	1	0	1	1	1	1	1	0	0	1	1	8	3	3	"PHD+"	"PHD+"	"BA_1"	"Sociology"	"No_experience"	NA	1995	"female"	20
"113"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Agree"	0	1	1	1	1	1	0	1	0	1	1	0	1	1	1	1	0	1	1	1	0	1	1	0	0	1	1	1	1	7	2	2	"high_school"	"high_school"	"BA_2"	"Sociology"	"1_year+"	"<1k-5k"	1994	"female"	21
"114"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	0	1	1	0	1	1	0	0	0	1	1	0	0	1	0	0	1	1	1	1	1	1	1	0	1	1	1	0	1	10	1	1	"high_school"	"higher_edu"	"BA_2"	"Sociology"	"No_experience"	"5k-20k"	1992	"male"	23
"115"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	1	0	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	0	0	1	0	1	0	0	1	1	0	1	0	5	3	2	"PHD+"	"higher_edu"	"BA_1"	"Sociology"	"No_experience"	">100k"	1995	"female"	20
"116"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	1	0	NA	0	0	NA	NA	1	0	NA	1	NA	NA	NA	0	0	NA	0	0	1	1	NA	NA	NA	0	0	0	1	1	6	NA	NA	"higher_edu"	"high_school"	"BA_2"	"Sociology"	"Up_to_1_year"	">100k"	1996	"female"	19
"117"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	0	0	1	0	1	1	1	1	0	1	0	0	0	0	1	0	1	0	0	0	1	1	1	1	0	0	1	1	0	6	3	3	"high_school"	"high_school"	"BA_2"	"Sociology"	"No_experience"	">100k"	1994	"female"	21
"118"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	1	1	1	1	0	0	1	0	1	0	1	1	0	1	1	0	0	1	1	1	1	0	1	1	0	1	1	1	0	7	3	3	"high_school"	"higher_edu"	"BA_2"	"Sociology"	"No_experience"	">100k"	1994	"female"	21
"119"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	0	0	0	1	0	1	0	0	0	1	0	0	1	0	1	0	1	1	0	1	1	0	1	1	1	0	1	1	0	3	4	4	"higher_edu"	"higher_edu"	"BA_2"	"Journalism"	"No_experience"	"5k-20k"	1993	"male"	22
"120"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Disagree"	1	1	1	1	1	1	0	1	0	1	0	1	1	1	1	0	1	1	1	0	0	1	0	1	1	0	1	1	1	7	3	3	"higher_edu"	"high_school"	"BA_1"	"Journalism"	NA	"20k-100k"	1995	"female"	20
"121"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	1	0	1	1	0	1	1	0	0	0	0	0	1	0	0	0	1	1	0	1	1	0	0	1	1	1	1	1	0	2	3	3	"PHD+"	"PHD+"	"BA_2"	"Journalism"	"Up_to_1_year"	"5k-20k"	1995	"male"	20
"122"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	1	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	4	1	"vocational"	"higher_edu"	"BA_2"	"Political_Science"	"No_experience"	"5k-20k"	1992	"male"	23
"123"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	0	1	0	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0	1	1	0	4	3	3	"higher_edu"	"high_school"	"BA_1"	"Political_Science"	NA	"5k-20k"	1995	"male"	20
"124"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	0	1	0	1	1	1	1	0	1	0	1	1	0	0	1	0	1	1	1	1	0	1	1	1	1	0	1	1	0	5	3	3	"high_school"	"high_school"	"BA_2"	"Political_Science"	"1_year+"	"5k-20k"	1994	"female"	21
"125"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	1	1	1	0	1	0	1	0	0	NA	1	1	NA	0	1	0	0	1	1	1	1	0	NA	1	1	0	1	1	0	6	3	4	"vocational"	"vocational"	"BA_3"	"Math/CS"	"No_experience"	NA	1992	"male"	23
"126"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	1	1	1	0	0	1	0	0	0	0	1	1	1	0	0	1	1	1	0	1	1	0	0	1	1	1	1	1	0	3	3	3	"higher_edu"	"high_school"	"BA_3"	"Math/CS"	"No_experience"	NA	1992	"male"	23
"127"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Disagree"	1	1	0	1	1	1	1	0	0	0	1	1	0	0	1	0	0	1	1	1	1	0	1	1	1	0	1	1	0	4	3	3	"higher_edu"	"high_school"	"BA_3"	"Math/CS"	"1_year+"	NA	1993	"male"	22
"128"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	NA	"Disagree"	0	0	1	1	1	1	0	0	1	1	1	1	0	0	1	0	1	0	1	1	1	0	0	1	1	0	1	1	0	2	4	3	"higher_edu"	"higher_edu"	"BA_3"	"Math/CS"	"Up_to_1_year"	NA	1993	"male"	22
"129"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	1	1	1	0	0	1	0	0	1	NA	1	1	NA	0	1	0	1	1	0	1	1	0	1	1	1	0	1	1	0	3	3	3	"higher_edu"	"higher_edu"	"BA_3"	"Math/CS"	"1_year+"	NA	1993	"male"	22
"130"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"Agree"	"Agree"	1	0	1	0	NA	0	0	0	NA	NA	1	1	NA	NA	1	NA	0	1	1	1	1	0	0	NA	1	0	0	1	0	3	4	3	"high_school"	"higher_edu"	"BA_2"	"Math/CS"	"No_experience"	NA	1994	"male"	21
"131"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Disagree"	1	1	1	0	1	0	0	0	0	0	1	1	0	0	1	0	0	1	1	1	1	0	1	1	1	0	1	1	1	2	3	4	"PHD+"	"higher_edu"	"BA_2"	"Math/CS"	"Up_to_1_year"	NA	1993	"female"	22
"132"	"DontKnow"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"DontKnow"	1	1	1	0	1	0	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	NA	1	1	0	1	1	0	6	3	3	"higher_edu"	"higher_edu"	"BA_3"	"Math/CS"	"No_experience"	NA	1992	"male"	23
"133"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	1	0	1	0	1	0	0	0	0	1	1	1	1	0	1	0	0	1	1	1	1	0	1	1	1	0	1	1	0	3	3	2	"high_school"	"vocational"	"BA_3"	"Math/CS"	"No_experience"	NA	1992	"male"	23
"134"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	1	0	NA	0	1	1	NA	0	NA	NA	1	1	NA	NA	1	0	1	1	0	1	1	0	NA	NA	1	0	NA	1	0	2	2	4	"PHD+"	"PHD+"	"BA_3"	"Math/CS"	"1_year+"	NA	1988	"male"	27
"135"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	"DontKnow"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	NA	0	NA	0	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	1	1	0	NA	NA	1	NA	NA	1	NA	5	4	1	"higher_edu"	"higher_edu"	"BA_3"	"Math/CS"	"No_experience"	NA	1992	"male"	23
"136"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	1	0	0	0	0	1	0	0	0	1	0	1	1	NA	1	0	1	1	1	1	1	0	0	1	1	0	1	1	0	3	3	3	"vocational"	"high_school"	"BA_3"	"Math/CS"	"Up_to_1_year"	NA	1992	"male"	23
"137"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	0	1	NA	0	NA	1	1	0	0	NA	1	1	NA	NA	NA	0	1	1	1	1	1	0	1	1	1	0	1	1	0	2	4	4	"high_school"	"higher_edu"	"BA_3"	"Math/CS"	"No_experience"	NA	1992	"male"	23
"138"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	1	0	NA	1	1	1	1	0	0	NA	1	1	NA	NA	1	0	1	1	1	1	1	0	1	NA	1	0	1	1	0	3	3	2	"PHD+"	"PHD+"	"BA_3"	"Math/CS"	"No_experience"	NA	1987	"male"	28
"139"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	0	1	0	1	1	0	1	1	0	0	1	1	0	0	1	0	1	0	0	1	0	0	1	0	1	1	0	1	0	8	2	3	"higher_edu"	"higher_edu"	"BA_3"	"Math/CS"	"Up_to_1_year"	NA	1992	"female"	23
"140"	"DontKnow"	"Agree"	"DontKnow"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	NA	1	1	1	0	NA	NA	0	NA	NA	NA	1	NA	NA	1	0	0	1	NA	1	1	0	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	"vocational"	"high_school"	"BA_2"	"Math/CS"	"Up_to_1_year"	NA	1992	"male"	23
"141"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"DontKnow"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Disagree"	NA	NA	1	1	NA	NA	NA	0	NA	NA	1	1	NA	1	1	NA	NA	NA	1	1	0	NA	NA	0	NA	0	NA	1	0	5	2	2	"high_school"	"higher_edu"	"BA_2"	"Math/CS"	"1_year+"	NA	1994	"female"	21
"142"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	1	1	1	0	1	1	0	0	1	NA	1	1	NA	NA	1	0	1	1	1	1	1	0	NA	NA	1	0	1	1	0	4	4	2	"high_school"	"high_school"	"BA_3"	"Math/CS"	NA	NA	NA	"male"	NA
"143"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"Disagree"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"Agree"	"Agree"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Math/CS"	NA	NA	NA	NA	NA
"144"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	1	1	1	1	0	1	1	0	0	0	0	1	1	0	1	0	1	1	1	1	1	0	1	1	1	0	1	1	0	7	2	2	"vocational"	"PHD+"	"BA_3"	"Math/CS"	"No_experience"	NA	1991	"male"	24
"145"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	1	0	NA	0	NA	NA	1	0	NA	NA	1	1	NA	NA	1	0	NA	1	1	1	1	0	NA	NA	1	NA	1	1	NA	5	4	1	"PHD+"	"PHD+"	"BA_2"	"Math/CS"	"No_experience"	NA	1995	"male"	20
"146"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	1	1	0	0	1	1	0	1	0	1	1	1	1	0	1	0	0	0	1	1	1	0	0	1	1	0	0	1	0	5	4	2	"high_school"	"high_school"	"BA_2"	"Math/CS"	"No_experience"	NA	1993	"male"	22
