"o1"	"o2"	"o3"	"o4"	"o5"	"o6"	"o7"	"o8"	"o9"	"o10"	"o11"	"o12"	"o13"	"o14"	"o15"	"o16"	"o17"	"o18"	"o19"	"o20"	"o21"	"o22"	"o23"	"k1"	"k2"	"k3"	"k4"	"k5"	"k6"	"k7"	"k8"	"k10"	"k11"	"k12"	"k13"	"k14"	"k15"	"k16"	"k17"	"k18"	"k19"	"k20"	"k21"	"k22"	"k23"	"k24"	"k25"	"k26"	"k27"	"k28"	"k29"	"k30"	"leseferism.etatism"	"mat_econimic"	"mat_social"	"father_edu"	"mother_edu"	"year_at_uni"	"uni_programme"	"work_experience"	"hometown_size"	"birthdate"	"gender"	"age"	"eduprog4"	"eduprog3"	"knowIV"	"opinionIV"	"country"	"libsoc"	"liberalism"	"socialism"	"knowraw"	"ngknow"	"peduord"
"8"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	0	1	1	1	0	0	0	1	0	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	3	3	2	"high_school"	"<=vocational"	"BA_3"	"Economy"	"Up_to_1_year"	"5k-20k"	1992	"male"	23	"EBMF"	"EBMF"	0	0	"CZ"	-1	2	2	21	12	1
"9"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	0	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	0	1	1	0	1	1	1	1	1	4	3	3	"higher_edu"	"high_school"	"BA_2"	"Economy"	"1_year+"	">100k"	1993	"male"	22	"EBMF"	"EBMF"	0	0	"CZ"	1	2	2	21	12	3
"10"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	0	1	1	0	0	1	0	0	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	4	3	3	"high_school"	"high_school"	"BA_2"	"Finance/Actuarial"	NA	"5k-20k"	1993	"female"	22	"SSH"	"SSHA"	0	0	"CZ"	3	1	2	18	6	2
"11"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	1	0	1	1	0	1	1	0	0	1	1	1	0	1	1	1	0	0	0	1	0	1	0	1	1	1	1	1	1	3	3	3	"<=vocational"	"high_school"	"BA_2"	"Economy"	"1_year+"	"<1k-5k"	1993	"female"	22	"EBMF"	"EBMF"	0	0	"CZ"	-2	3	1	19	8	1
"12"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	0	0	1	1	1	1	0	0	0	1	1	0	1	1	1	0	1	1	1	1	0	0	1	1	1	1	1	1	1	8	2	1	"high_school"	"higher_edu"	"BA_1"	"Finance/Actuarial"	NA	"<1k"	1994	"female"	21	"SSH"	"SSHA"	0	0	"CZ"	4	0	4	20	10	3
"13"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	1	1	1	0	0	1	1	0	0	1	1	1	1	1	1	1	0	0	1	0	1	1	0	1	0	1	1	1	5	3	3	"high_school"	"high_school"	"BA_3"	"Economy"	"1_year+"	"20k-100k"	1993	"female"	22	"EBMF"	"EBMF"	0	0	"CZ"	-3	3	0	19	8	2
"14"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	0	0	1	0	1	0	1	1	0	1	0	1	0	0	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	3	3	3	"<=vocational"	"high_school"	"BA_3"	"Economy"	"Up_to_1_year"	">100k"	1992	"male"	23	"EBMF"	"EBMF"	0	0	"CZ"	5	1	2	18	6	1
"15"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	0	0	1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	5	2	1	"high_school"	"high_school"	"BA_1"	"Finance/Actuarial"	"Up_to_1_year"	"<1k-5k"	1995	"male"	20	"SSH"	"SSHA"	0	0	"CZ"	-1	2	1	23	16	2
"16"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	0	1	1	1	NA	NA	NA	NA	NA	NA	"Math/CS"	NA	NA	NA	NA	NA	"STEM"	"STEM"	0	0	"CZ"	-2	3	1	23	16	NA
"17"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	0	1	1	0	1	1	0	1	0	1	0	1	0	1	1	1	1	0	0	1	0	1	1	0	0	1	0	1	1	3	3	3	"high_school"	"higher_edu"	"BA_2"	"Economy"	"1_year+"	"<1k-5k"	1992	"male"	23	"EBMF"	"EBMF"	0	0	"CZ"	2	1	1	17	4	3
"18"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	1	1	1	0	0	1	1	0	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	4	4	"high_school"	"high_school"	"BA_3"	"Economy"	"1_year+"	">100k"	1993	"male"	22	"EBMF"	"EBMF"	0	0	"CZ"	-3	3	0	22	14	2
"19"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"DontKnow"	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	"Math/CS"	NA	NA	NA	NA	NA	"STEM"	"STEM"	0	0	"CZ"	-4	2	0	24	18	NA
"20"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	0	1	0	1	0	0	1	1	0	1	1	0	0	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	4	3	4	"PHD+"	"<=vocational"	"BA_3"	"Economy"	"1_year+"	"<1k-5k"	1991	"female"	24	"EBMF"	"EBMF"	0	0	"CZ"	4	0	4	20	10	3
"21"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	2	4	3	"<=vocational"	"high_school"	"BA_2"	"Economy"	"1_year+"	"20k-100k"	1991	"male"	24	"EBMF"	"EBMF"	0	0	"CZ"	-3	1	0	23	16	1
"22"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	0	1	1	0	1	1	1	1	0	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	0	1	1	1	2	4	4	"higher_edu"	"higher_edu"	"BA_3"	"Economy"	"1_year+"	">100k"	1991	"male"	24	"EBMF"	"EBMF"	0	0	"CZ"	-1	2	1	22	14	4
"23"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	1	1	1	3	4	3	"high_school"	"higher_edu"	"BA_3"	"Economy"	"1_year+"	"20k-100k"	1993	"male"	22	"EBMF"	"EBMF"	0	0	"CZ"	-3	3	0	21	12	3
"24"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	0	0	1	1	0	1	0	1	0	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	0	1	1	1	2	4	3	"higher_edu"	"higher_edu"	"BA_3"	"Economy"	"Up_to_1_year"	"5k-20k"	1992	"male"	23	"EBMF"	"EBMF"	0	0	"CZ"	-1	1	0	20	10	4
"25"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"Agree"	0	0	1	1	0	0	1	1	1	1	1	1	0	1	1	1	1	0	0	1	0	1	0	1	1	0	1	0	1	3	4	3	"higher_edu"	"high_school"	"BA_3"	"Economy"	"1_year+"	">100k"	1993	NA	22	"EBMF"	"EBMF"	0	0	"CZ"	-1	2	1	18	6	3
"26"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	1	0	1	1	1	1	0	0	1	1	0	1	1	1	1	0	1	0	1	1	0	1	0	1	1	1	1	1	1	4	3	2	"higher_edu"	"high_school"	"BA_1"	"Finance/Actuarial"	"Up_to_1_year"	">100k"	1995	"female"	20	"SSH"	"SSHA"	0	0	"CZ"	2	2	4	21	12	3
"27"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	0	1	1	0	0	1	1	1	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	1	4	3	"higher_edu"	"higher_edu"	"BA_3"	"Economy"	"Up_to_1_year"	">100k"	1992	"male"	23	"EBMF"	"EBMF"	0	0	"CZ"	-3	3	0	20	10	4
"28"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	1	1	1	1	0	0	1	0	1	1	1	0	1	1	0	1	1	0	1	0	1	1	1	1	0	0	0	1	2	4	3	"<=vocational"	"<=vocational"	"BA_3"	"Economy"	"1_year+"	"20k-100k"	1993	"male"	22	"EBMF"	"EBMF"	0	0	"CZ"	-2	2	0	18	6	0
"29"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	1	1	1	0	0	1	0	0	1	1	1	1	1	1	1	1	1	0	0	1	0	1	0	1	1	1	0	1	1	4	3	3	"<=vocational"	"high_school"	"BA_1"	"Finance/Actuarial"	"No_experience"	"20k-100k"	1995	"female"	20	"SSH"	"SSHA"	0	0	"CZ"	-2	4	2	20	10	1
"30"	"DontKnow"	"DontKnow"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	0	1	0	1	1	0	1	1	0	0	1	0	1	0	0	1	1	1	0	1	0	1	1	0	1	1	0	1	1	4	3	3	"high_school"	"higher_edu"	"BA_3"	"Economy"	"No_experience"	"20k-100k"	1992	"female"	23	"EBMF"	"EBMF"	0	0	"CZ"	-2	3	1	17	4	3
"31"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	0	1	1	3	3	3	"high_school"	"high_school"	"BA_3"	"Economy"	"1_year+"	"<1k"	1992	"male"	23	"EBMF"	"EBMF"	0	0	"CZ"	1	2	3	22	14	2
"32"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	1	1	1	0	0	1	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	2	3	3	"<=vocational"	"high_school"	"BA_3"	"Economy"	"Up_to_1_year"	"20k-100k"	1993	"female"	22	"EBMF"	"EBMF"	0	0	"CZ"	NA	0	0	22	14	1
"33"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	1	1	1	0	0	1	1	0	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	2	3	3	"<=vocational"	"<=vocational"	"BA_3"	"Economy"	"Up_to_1_year"	"<1k"	1993	"male"	22	"EBMF"	"EBMF"	0	0	"CZ"	-2	2	0	21	12	0
"34"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	0	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	4	3	3	"high_school"	"higher_edu"	"BA_3"	"Economy"	"1_year+"	">100k"	1991	"male"	24	"EBMF"	"EBMF"	0	0	"CZ"	-2	3	1	23	16	3
"35"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	0	1	1	0	1	3	4	3	"higher_edu"	"higher_edu"	"BA_2"	"Economy"	"No_experience"	"5k-20k"	1993	"female"	22	"EBMF"	"EBMF"	0	0	"CZ"	2	2	4	21	12	4
"36"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	3	3	3	"higher_edu"	"PHD+"	"BA_3"	"Economy"	"1_year+"	">100k"	1993	"male"	22	"EBMF"	"EBMF"	0	0	"CZ"	-3	3	0	23	16	5
"37"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Agree"	0	1	0	1	0	0	1	1	0	1	1	1	1	1	1	0	1	1	0	1	0	1	0	0	1	1	0	1	1	6	2	2	"high_school"	"high_school"	"BA_2"	"Math/CS"	"Up_to_1_year"	"<1k"	1993	"female"	22	"STEM"	"STEM"	0	0	"CZ"	1	1	2	18	6	2
"38"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Disagree"	0	0	1	1	0	1	1	0	0	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	2	4	4	"PHD+"	"higher_edu"	"BA_1"	"Finance/Actuarial"	"No_experience"	">100k"	1995	"female"	20	"SSH"	"SSHA"	0	0	"CZ"	3	1	4	20	10	5
"39"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"Agree"	"Agree"	0	1	1	0	1	1	0	0	0	0	1	0	1	1	1	0	1	1	0	1	0	1	1	0	1	0	1	0	1	6	2	2	"<=vocational"	"high_school"	"BA_1"	"Finance/Actuarial"	NA	"20k-100k"	1994	"female"	21	"SSH"	"SSHA"	0	0	"CZ"	-1	2	1	16	2	1
"40"	"Disagree"	"DontKnow"	"DontKnow"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	1	0	1	1	0	1	1	0	1	0	0	0	1	0	0	1	1	0	0	0	0	1	1	1	1	1	1	1	0	1	3	3	"high_school"	"higher_edu"	"BA_1"	"Finance/Actuarial"	"No_experience"	">100k"	1995	"male"	20	"SSH"	"SSHA"	0	0	"CZ"	-3	3	0	16	2	3
"41"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	3	4	4	"higher_edu"	"higher_edu"	"BA_2"	"Economy"	"1_year+"	"5k-20k"	1994	"male"	21	"EBMF"	"EBMF"	0	0	"CZ"	-2	3	1	22	14	4
"42"	"Disagree"	"DontKnow"	"DontKnow"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	0	0	0	1	0	0	1	0	0	1	0	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	5	4	2	"<=vocational"	"high_school"	"BA_2"	"Math/CS"	"1_year+"	"<1k-5k"	1994	"female"	21	"STEM"	"STEM"	0	0	"CZ"	3	0	3	18	6	1
"43"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	1	0	0	1	1	0	0	0	0	0	1	1	0	1	0	0	1	1	1	1	0	1	1	1	1	1	0	1	0	3	4	2	"<=vocational"	"<=vocational"	"BA_3"	"Administration"	"1_year+"	"5k-20k"	1992	"female"	23	"SSH"	"SSHA"	0	0	"CZ"	1	1	2	16	2	0
"44"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	0	1	1	1	0	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	1	0	1	1	1	4	4	3	"<=vocational"	"high_school"	"BA_3"	"Economy"	"Up_to_1_year"	"20k-100k"	1992	"female"	23	"EBMF"	"EBMF"	0	0	"CZ"	-2	3	1	22	14	1
"45"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	NA	NA	NA	1	NA	1	0	0	NA	1	NA	NA	NA	1	1	1	1	0	1	0	0	1	1	NA	1	NA	0	1	1	5	3	2	"high_school"	"high_school"	"BA_2"	"Economy"	"Up_to_1_year"	"5k-20k"	1994	"female"	21	"EBMF"	"EBMF"	1	0	"CZ"	1	2	3	NA	NA	2
"46"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	4	3	"high_school"	"<=vocational"	"BA_2"	"Economy"	"Up_to_1_year"	"<1k-5k"	1994	"male"	21	"EBMF"	"EBMF"	0	0	"CZ"	-4	4	0	24	18	1
"47"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"Agree"	"DontKnow"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"DontKnow"	0	0	0	0	1	0	0	1	0	0	1	1	0	1	0	0	0	1	1	1	1	0	1	1	1	0	0	1	0	7	1	2	"higher_edu"	"higher_edu"	"BA_2"	"Finance/Actuarial"	"Up_to_1_year"	">100k"	1994	"male"	21	"SSH"	"SSHA"	0	0	"CZ"	-3	2	1	13	-4	4
"48"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	1	0	1	1	1	0	1	1	1	1	0	0	0	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	3	3	3	"higher_edu"	"high_school"	"MA_1"	"Economy"	"1_year+"	">100k"	1991	"female"	24	"EBMF"	"EBMF"	0	0	"CZ"	-3	3	0	20	10	3
"49"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	0	1	1	1	1	0	1	0	0	1	1	0	0	0	0	1	1	0	0	1	0	1	1	1	0	1	1	1	1	4	3	3	"high_school"	"high_school"	"BA_2"	"Economy"	"1_year+"	">100k"	1991	"male"	24	"EBMF"	"EBMF"	0	0	"CZ"	3	0	2	17	4	2
"50"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	1	1	0	1	1	0	1	1	0	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	2	3	3	"<=vocational"	"higher_edu"	"BA_2"	"Economy"	"Up_to_1_year"	">100k"	1994	"female"	21	"EBMF"	"EBMF"	0	0	"CZ"	-1	2	1	23	16	2
"51"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	1	1	0	1	1	0	1	1	0	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	2	3	3	"higher_edu"	"higher_edu"	"BA_2"	"Economy"	"1_year+"	"20k-100k"	1994	"male"	21	"EBMF"	"EBMF"	0	0	"CZ"	-1	3	2	23	16	4
