"o1"	"o2"	"o3"	"o4"	"o5"	"o6"	"o7"	"o8"	"o9"	"o10"	"o11"	"o12"	"o13"	"o14"	"o15"	"o16"	"o17"	"o18"	"o19"	"o20"	"o21"	"o22"	"o23"	"k1"	"k2"	"k3"	"k4"	"k5"	"k6"	"k7"	"k8"	"k10"	"k11"	"k12"	"k13"	"k14"	"k15"	"k16"	"k17"	"k18"	"k19"	"k20"	"k21"	"k22"	"k23"	"k24"	"k25"	"k26"	"k27"	"k28"	"k29"	"k30"	"leseferism.etatism"	"mat_econimic"	"mat_social"	"father_edu"	"mother_edu"	"year_at_uni"	"uni_programme"	"work_experience"	"hometown_size"	"birthdate"	"gender"	"age"	"eduprog4"	"eduprog3"	"knowIV"	"opinionIV"
"s94"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"DontKnow"	"Agree"	0	1	1	1	0	0	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	5	2	2	"high_school"	"higher_edu"	"BA_2"	"Psychology"	"Up_to_1_year"	"<10k-100k"	1994	"male"	21	"SSH"	"SSHA"	0	0
"s95"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	1	1	1	0	1	0	1	0	0	1	0	1	0	0	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	2	3	1	"vocational"	"higher_edu"	"BA_2"	"Psychology"	"Up_to_1_year"	"<10k-100k"	1994	"male"	21	"SSH"	"SSHA"	0	0
"s96"	"Disagree"	"DontKnow"	"Disagree"	"DontKnow"	"DontKnow"	"Agree"	"Disagree"	"DontKnow"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"DontKnow"	"DontKnow"	"Agree"	"DontKnow"	"DontKnow"	"Disagree"	"DontKnow"	"Agree"	0	0	0	0	0	0	1	0	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	1	1	1	0	1	1	7	2	4	"higher_edu"	"high_school"	"BA_2"	"Psychology"	"No_experience"	"<10k-100k"	1994	"female"	21	"SSH"	"SSHA"	0	0
"s97"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	0	1	0	0	1	0	1	1	0	1	1	5	3	3	"high_school"	"higher_edu"	"BA_2"	"Psychology"	"1_year+"	"<10k-100k"	1992	"female"	23	"SSH"	"SSHA"	0	0
"s98"	"DontKnow"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Agree"	0	1	1	0	0	1	1	0	0	1	1	1	0	0	0	1	1	1	0	1	1	1	1	0	1	1	0	1	0	6	3	2	"vocational"	"high_school"	"BA_2"	"Psychology"	"Up_to_1_year"	"<10k"	1994	"female"	21	"SSH"	"SSHA"	0	0
"s99"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"DontKnow"	"DontKnow"	"Agree"	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1	1	0	4	3	2	"higher_edu"	"high_school"	"BA_2"	"Psychology"	"1_year+"	"100k-500k"	1985	"female"	30	"SSH"	"SSHA"	0	0
"s100"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	0	1	0	1	1	0	1	0	0	0	1	0	1	1	1	1	0	1	0	1	0	1	1	0	0	1	1	1	1	5	3	2	"higher_edu"	"higher_edu"	"BA_2"	"Psychology"	"Up_to_1_year"	"100k-500k"	1994	"female"	21	"SSH"	"SSHA"	0	0
"s101"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"DontKnow"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	1	1	1	1	1	1	0	1	1	6	2	2	"PHD+"	"higher_edu"	"BA_2"	"Psychology"	"No_experience"	">500k"	1994	"female"	21	"SSH"	"SSHA"	0	0
"s102"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	0	0	0	0	1	1	1	0	0	0	1	0	0	0	1	1	0	1	0	1	0	0	1	1	0	0	0	1	1	5	4	1	"higher_edu"	"higher_edu"	"BA_2"	"Psychology"	"No_experience"	">500k"	1994	"female"	21	"SSH"	"SSHA"	0	0
"s103"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	0	0	0	1	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	1	1	0	0	2	3	3	"high_school"	"higher_edu"	"BA_2"	"Psychology"	"1_year+"	">500k"	1994	"female"	21	"SSH"	"SSHA"	0	0
"s104"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"DontKnow"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"Disagree"	0	1	1	1	0	1	1	1	0	0	0	1	0	0	0	0	1	1	0	1	1	1	0	0	1	1	1	1	1	5	3	2	"higher_edu"	"higher_edu"	"BA_2"	"Psychology"	"No_experience"	">500k"	1994	"male"	21	"SSH"	"SSHA"	0	0
"s105"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	1	1	1	1	0	1	1	0	1	1	0	1	0	3	3	2	"vocational"	"high_school"	"BA_3"	"Psychology"	"No_experience"	">500k"	1992	"female"	23	"SSH"	"SSHA"	0	0
"s106"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	7	3	2	"high_school"	"higher_edu"	"BA_2"	"Psychology"	"Up_to_1_year"	"100k-500k"	1993	"female"	22	"SSH"	"SSHA"	0	0
"s107"	"Disagree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"DontKnow"	0	0	1	1	1	0	1	0	0	0	0	1	0	0	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	5	3	2	"PHD+"	"higher_edu"	"BA_3"	"Psychology"	"1_year+"	">500k"	1989	"female"	26	"SSH"	"SSHA"	0	0
"s108"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	0	1	0	0	0	0	1	0	0	0	1	1	0	1	0	1	0	1	0	1	0	0	0	0	1	0	1	1	1	7	3	3	"vocational"	"higher_edu"	"BA_2"	"Psychology"	"No_experience"	"<10k"	1992	"female"	23	"SSH"	"SSHA"	0	0
"s109"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"DontKnow"	"DontKnow"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	1	0	1	0	1	1	1	0	0	0	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	3	3	2	"higher_edu"	"higher_edu"	"BA_2"	"Psychology"	"1_year+"	"<10k-100k"	1994	"female"	21	"SSH"	"SSHA"	0	0
"s110"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	0	0	1	0	1	0	1	0	0	0	1	1	0	0	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	7	2	2	"high_school"	"high_school"	"BA_2"	"Psychology"	"1_year+"	"<10k-100k"	1993	"male"	22	"SSH"	"SSHA"	0	0
"s111"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	0	1	1	0	1	1	0	1	1	0	1	0	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	6	3	1	"vocational"	"higher_edu"	"BA_2"	"Psychology"	"Up_to_1_year"	"100k-500k"	1994	"female"	21	"SSH"	"SSHA"	0	0
"s113"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	0	1	0	0	0	1	1	0	0	1	1	0	1	1	1	0	1	0	1	1	0	0	1	1	1	1	1	1	2	4	1	"high_school"	"higher_edu"	"BA_3"	"Psychology"	"1_year+"	">500k"	1991	"male"	24	"SSH"	"SSHA"	0	0
"s114"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	0	0	1	0	0	1	1	0	0	1	1	1	1	0	1	0	0	0	0	1	1	0	1	0	1	1	1	1	1	6	3	2	"higher_edu"	"higher_edu"	"BA_2"	"Psychology"	"No_experience"	"100k-500k"	1994	"female"	21	"SSH"	"SSHA"	0	0
"s115"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	1	1	0	1	0	1	1	0	1	1	0	1	1	0	0	1	0	1	1	0	0	1	1	0	1	1	1	1	1	1	4	1	"PHD+"	"higher_edu"	"BA_2"	"Psychology"	"No_experience"	"<10k"	1994	"female"	21	"SSH"	"SSHA"	0	0
"s116"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	0	0	1	0	0	1	1	0	0	0	1	0	1	1	0	0	1	1	0	1	1	1	1	0	1	0	1	0	0	2	3	1	"high_school"	"high_school"	"BA_2"	"Psychology"	"1_year+"	">500k"	1994	"female"	21	"SSH"	"SSHA"	0	0
"s117"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	0	1	0	0	1	0	0	0	1	0	1	0	1	1	1	0	1	0	1	1	1	1	0	0	0	1	1	1	6	3	1	"higher_edu"	"higher_edu"	"BA_2"	"Psychology"	"1_year+"	"100k-500k"	1993	"female"	22	"SSH"	"SSHA"	0	0
"s118"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	0	0	0	0	0	1	1	0	1	1	0	1	1	0	1	1	1	0	1	1	1	0	0	1	1	1	1	1	0	NA	NA	NA	"vocational"	"vocational"	"BA_2"	"Psychology"	"1_year+"	"<10k-100k"	1994	"female"	21	"SSH"	"SSHA"	0	0
"s119"	"DontKnow"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"Agree"	"DontKnow"	"DontKnow"	"Agree"	0	0	1	0	1	1	1	0	0	1	0	1	1	1	1	0	1	1	1	1	1	1	0	1	0	0	1	1	0	6	3	3	"high_school"	"high_school"	"BA_2"	"Psychology"	"Up_to_1_year"	"<10k-100k"	1994	"male"	21	"SSH"	"SSHA"	0	0
"s120"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	0	1	0	0	0	1	1	1	1	0	0	1	0	0	0	1	0	1	0	1	1	0	1	1	0	1	1	0	0	4	3	2	"vocational"	"higher_edu"	"BA_2"	"Psychology"	"No_experience"	"<10k"	1993	"female"	22	"SSH"	"SSHA"	0	0
"s121"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	1	1	0	0	1	0	0	0	0	1	0	1	1	1	0	0	0	0	1	0	1	1	1	1	1	1	1	1	3	3	2	"vocational"	"high_school"	"BA_2"	"Psychology"	"No_experience"	">500k"	1994	"female"	21	"SSH"	"SSHA"	0	0
"s122"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	1	1	0	1	0	1	0	0	1	0	1	0	1	1	1	1	1	0	0	0	0	0	1	0	1	1	0	0	5	3	2	"higher_edu"	"high_school"	"BA_2"	"Psychology"	"No_experience"	"<10k-100k"	1993	"female"	22	"SSH"	"SSHA"	0	0
"s123"	"DontKnow"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	0	0	1	1	0	1	1	1	1	0	1	1	0	1	1	1	0	1	0	1	1	1	0	0	1	1	1	1	1	9	3	3	"PHD+"	"higher_edu"	"BA_2"	"Psychology"	"Up_to_1_year"	"100k-500k"	1992	"female"	23	"SSH"	"SSHA"	0	0
"s124"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	"DontKnow"	"Agree"	"DontKnow"	"DontKnow"	"DontKnow"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"Agree"	"DontKnow"	"DontKnow"	"Agree"	0	0	0	0	1	1	0	1	0	1	0	1	0	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	3	3	"higher_edu"	"higher_edu"	"BA_2"	"Psychology"	"1_year+"	">500k"	1993	"female"	22	"SSH"	"SSHA"	1	0
"s125"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Agree"	0	1	1	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	1	0	1	1	1	1	1	7	3	2	"PHD+"	"PHD+"	"BA_2"	"Psychology"	"No_experience"	">500k"	1994	"female"	21	"SSH"	"SSHA"	0	0
"s126"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"DontKnow"	"DontKnow"	"Disagree"	"DontKnow"	"DontKnow"	"Agree"	0	0	0	1	0	1	1	0	0	0	1	0	1	0	1	0	0	0	0	1	1	0	0	1	1	1	0	1	0	7	2	2	"higher_edu"	"higher_edu"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
"s127"	"Disagree"	"DontKnow"	"Disagree"	"DontKnow"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Agree"	0	0	1	1	0	0	1	0	0	1	1	0	0	1	1	1	0	0	1	1	1	0	1	0	1	1	0	0	1	5	4	3	"vocational"	"high_school"	"BA_2"	"Psychology"	"Up_to_1_year"	">500k"	1993	"female"	22	"SSH"	"SSHA"	0	0
"s128"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Agree"	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	1	1	1	1	0	0	0	0	0	3	2	1	"vocational"	"high_school"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
"s129"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	1	1	1	0	1	1	1	0	1	0	1	0	0	0	1	1	0	1	1	0	1	1	0	0	1	0	0	1	2	4	2	"high_school"	"higher_edu"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
"s130"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	0	1	0	0	0	0	1	0	0	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	4	3	1	"higher_edu"	"higher_edu"	"BA_2"	"Psychology"	"No_experience"	">500k"	1993	"female"	22	"SSH"	"SSHA"	0	0
"s131"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	0	0	1	1	1	1	0	1	0	1	0	1	0	0	1	1	0	0	1	1	0	1	1	1	1	1	0	1	1	3	3	1	"vocational"	"higher_edu"	"BA_3"	"Bioengineering"	"Up_to_1_year"	"100k-500k"	1993	"female"	22	"STEM"	"STEM"	0	0
"s132"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Agree"	0	0	1	0	0	1	1	0	1	1	1	1	1	0	1	0	1	0	1	1	0	0	1	1	1	1	1	1	1	7	3	4	"vocational"	"higher_edu"	"BA_3"	"Bioengineering"	"1_year+"	"100k-500k"	1990	"female"	25	"STEM"	"STEM"	0	0
"s133"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	0	1	1	0	1	0	0	1	0	1	1	1	0	1	1	1	1	0	0	1	1	1	1	0	1	1	1	0	1	2	3	2	"higher_edu"	"PHD+"	"BA_3"	"Bioengineering"	"Up_to_1_year"	">500k"	1993	"male"	22	"STEM"	"STEM"	0	0
"s134"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Agree"	0	0	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	0	1	1	1	5	3	4	"high_school"	"high_school"	"BA_3"	"Bioengineering"	"Up_to_1_year"	"<10k-100k"	1993	"female"	22	"STEM"	"STEM"	0	0
"s135"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	0	1	1	1	0	0	1	0	0	1	1	1	0	0	1	1	1	0	0	1	0	0	1	0	1	1	1	1	1	6	3	3	"vocational"	"vocational"	"BA_3"	"Bioengineering"	"No_experience"	"<10k"	1993	"female"	22	"STEM"	"STEM"	0	0
"s136"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	0	1	1	1	1	0	1	0	0	1	1	1	0	1	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	6	3	3	"high_school"	"vocational"	"BA_3"	"Bioengineering"	"No_experience"	"<10k"	1994	"female"	21	"STEM"	"STEM"	0	0
"s137"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Agree"	0	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	0	1	1	0	1	0	1	0	0	1	1	1	1	6	2	2	"PHD+"	"higher_edu"	"BA_3"	"Bioengineering"	"Up_to_1_year"	">500k"	1993	"female"	22	"STEM"	"STEM"	0	0
"s138"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	1	0	0	1	1	1	0	1	0	0	1	1	1	1	7	2	3	"high_school"	"high_school"	"BA_3"	"Bioengineering"	"Up_to_1_year"	"100k-500k"	1993	"female"	22	"STEM"	"STEM"	0	0
"s139"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Agree"	0	0	0	0	0	0	1	0	0	1	1	1	0	0	1	1	0	1	0	1	0	0	0	0	1	0	0	1	1	3	4	3	"vocational"	"high_school"	"BA_3"	"Bioengineering"	"Up_to_1_year"	"<10k"	1993	"male"	22	"STEM"	"STEM"	0	0
"s140"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"Agree"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	1	1	0	1	0	0	1	1	0	1	1	0	0	0	1	1	0	1	1	1	1	1	0	1	2	3	4	"high_school"	"higher_edu"	"BA_3"	"Bioengineering"	"1_year+"	"100k-500k"	1993	"female"	22	"STEM"	"STEM"	0	1
"s141"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	1	1	1	0	1	1	0	1	1	0	0	1	1	1	5	3	3	"higher_edu"	"higher_edu"	"BA_3"	"Bioengineering"	"Up_to_1_year"	"<10k-100k"	1993	"female"	22	"STEM"	"STEM"	0	0
